index,track_name,labels
1048,Subirusdoistiozin - Live,1
1049,Darker Shade of Black,0
1050,Meghar Jolonga,1
1051,Queens Highway,0
1052,Etérea,1
1053,Cabeça de Papel,0
1054,Invisível,1
1055,"Lambada de Oceanía, África y América",1
1056,Fogo (Versão Estendida),1
1057,Nauliza,1
1058,Mediterráneo,1
1059,Me Dê Motivo,0
1060,Sonar (Adubado),1
1061,Forasteiro,1
1062,Oxidados,1
1063,À Beça,1
1064,Sueño Erótico,0
1065,"Negro Amor (It's All Over Now, Baby Clue)",2
1066,Povo Guerreiro,0
1067,Navio,1
1068,No Sapatinho,1
1069,São Jorge,1
1070,O Segundo Sol,0
1071,Amar Es Algo Más,1
1072,Redoma,0
1073,Viva (Melô Dos Vileiros) - Live,1
1074,Samba Sambei (Dub Mix),0
1075,CertoPeloCertoh,0
1076,Fat City Strut,1
1077,"Fé Cega, Faca Amolada",0
1078,La Bala,0
1079,Chocolate,1
1080,Mariô - Live,1
1081,Demorô - Live,0
1082,Panela,0
1083,Reza Forte,1
1084,Human Disco Ball,1
1085,Bala na Agulha,1
1086,La Jardinera,0
1087,Makoti,0
1088,Nontsokolo,0
1089,Soul Makossa,0
1090,Triunfo - Live,0
1091,Grajauex - Live,1
1092,District Six - Live,0
1093,Não Existe Amor Em SP - Live,1
1094,Women Of The Sun,1
1095,Bogotá - Live,1
1096,Black Organ,1
1097,Dikalo - Remix 97,0
1098,District Six - Live,0
1099,Stop That Train,2
1100,Atrévete-Te-Te,0
1101,Shimmy Shimmy Ya,0
1102,Ruby,2
1103,4 da Manhã – Deluxe Edition,1
1104,Água (Versão Estendida),1
1105,Organdí,2
1106,Sólo los dos (feat. Ferraz),1
1107,Tô pra Onda,1
1108,Eres Mis Ganas,1
1109,Bienvenidos A Mi Mundo,1
1110,Tá Amarrado,0
1111,Agente Russo,0
1112,Alfazema,1
1113,Crece,0
1114,Alegria por un Zumo de Naranja Con Panela,0
1115,Cóccix-ência,0
1116,Dulce,1
1117,Ride On Baby - 1977 Version,1
1118,La nieve en la bola de nieve,2
1119,Raminho,0
1120,"Oxe, Como Era Doce",0
1121,Uno,0
1122,Ode To Mauricio Garces,0
1123,Aquiles por su talón es Aquiles,2
1124,Madurar,1
1125,Te Lo Juro Por Madonna (Si Omba Ta Gueno),1
1126,A Vida É Curta Pra Viver Depois,0
1127,Bungaloo Punta Cometa,1
1128,Dança de Airumã,1
1129,"Barravenida, Pt. 2",0
1130,Desengano da Vista,1
1131,Flores Raras,0
1132,Mercado,2
1133,Obá Iná,1
1134,Río abajo,0
1135,Niño Bomba,0
1136,Makoti,0
1137,District Six - Live,0
1138,Calamatraca,1
1139,O Guarani,1
1140,Ikeja Roads,1
1141,La infidelidad de la era informática,1
1142,Bambezela,0
1143,Chapéu Panamá,0
1144,Makoti,0
1145,Lion Man - Live,1
1146,District Six - Live,0
1147,Sex Appeal,0
1148,Corazón Tatú,0
1149,District Six - Live,0
1150,Thank You Lord,0
1151,Ai Du (with Ry Cooder),2
1152,Bang Data,1
1153,La Educación,0
1154,gorila,1
1155,Shampoo,0
1156,Canción Ecológica,1
1157,Disco Ball,1
1158,There's Music In The Air,2
1159,Go Back,1
1160,Contigo,0
1161,Cumbia Elemental,0
1162,Acosadora - Radio Edit,1
1163,JAJAJA,0
1164,Enzo,0
1165,Fuiste un Trozo de Hielo en la Escarcha,0
1166,Sea - Cara B,2
1167,Chaltumay,0
1168,Caminante,1
1169,Como Ayer,1
1170,Barravenida,1
1171,Corneteiro Luís,1
1172,De amor y de casualidad,0
1173,Mango Meat,0
1174,Língua Felina – Deluxe Edition,0
1175,Como te Gusta (feat. C-Funk & McKlopedia),1
1176,Si Tú Te Vas,0
1177,Nada menos,0
1178,La Mara Tomaza,1
1179,Tubarão,0
1180,Oxe,1
1181,Tamborero,1
1182,Espérame (Extended Mix),0
1183,Amerikha Expressa,2
1184,Jah Jah Revolta,1
1185,King Cobra,0
1186,Nesse Mundo,1
1187,Pachamama,1
1188,Cais,2
1189,Fancy (feat. Spellbinder),0
1190,Tema Di Malaika,1
1191,O Carnaval Quem É Que Faz?,1
1192,Rádio África,0
1193,Princesa bacana,0
1194,Wall Street,0
1195,Human Disco Ball,1
1196,Cachete a Cachete,0
1197,Coroné Antonio Bento,0
1198,Corneteiro Luís,1
1199,Aquellos tiempos,0
1200,C.R.E.A.M.,2
1201,Grateful,0
1202,Shout to the Lord,0
1203,Desire,1
1204,Tezeta (Nostalgia),2
1205,The Vibe,1
1206,O Caçador e a Flecha,0
1207,LadoB,1
1208,YOU,0
1209,BembaDub,1
1210,Dilúvio de Solidão,0
1211,Belongs to You - EDM Remix,0
1212,Mi Gente,1
1213,No pienses de más,0
1214,Codo Con Codo,2
1215,12 Rounds (feat. Happi),1
1216,Dueña de Mi,1
1217,GRACE,1
1218,Cumbia Cumbia,1
1219,Quieren Efectos,0
1220,Lá Vem Você,0
1221,Show & Prove,0
1222,Tristeza Não,2
1223,Nas Águas,0
1224,Menino Mimado,1
1225,Oxalá Babá,0
1226,Vem,2
1227,Gracias - Cara B,2
1228,Durante,0
1229,Dame el Mambo,0
1230,Venga Mi Vida,1
1231,Eu Vou no Gueto,1
1232,Give us your money (feat. Superthriller),0
1233,No Es Fácil Amar,1
1234,Abra Sua Cabeça,0
1235,Corazón de cristal,2
1236,Intro Crónica De Un Nacimiento,2
1237,Viajero Frecuente del Amor,1
1238,Open Your Eyes,1
1239,Magus Mountain,0
1240,Vixe,0
1241,Catraca,0
1242,Capucha,0
1243,I´ve Got That Milton Pacheco Kinda Feeling - Melancolic Mix,1
1244,Monster Truck,1
1245,O Que Não Me Destrói Me Fortalece,1
1246,Camino a La Paloma,2
1247,Madre Tierra,2
1248,Killer Diller,0
1249,Invisible Love,1
1250,Kumama Papa - Tiktok refix version,0
1251,Dove,1
1252,The Traitor,1
1253,Last One Standing,1
1254,Tu piel,1
1255,Segura,0
1256,Espiral de Ilusão,2
1257,Tomorrow,1
1258,Take My Time,0
1259,SHE,1
1260,Vaivén,2
1261,Papaya,0
1262,Rogers Nelson,1
1263,Cool Love 3,2
1264,Esto Con Eso,0
1265,The Red Hill,0
1266,Mapalé,0
1267,Water No Get Enemy,1
1268,Brothers On The Slide,1
1269,Clout,0
1270,Llegaste Tarde,0
1271,Tal Para Cual,1
1272,Duck and Cover,1
1273,Una canción me trajo hasta aquí,0
1274,Cumbia Milagrosa,1
1275,Direto de Camaçacity,1
1276,Feitiço,0
1277,Arroz Con Frijoles,1
1278,Disneylandia - Cara B,2
1279,Los De Atrás Vienen Conmigo,0
1280,El Volcán,1
1281,Pa' Congo,0
1282,Black Hills,1
1283,Feitiço,0
1284,Mi Último Fracaso,2
1285,Beautiful Baby,0
1286,Canto para Siempre,1
1287,Es la Verdad,0
1288,International,1
1289,Can You Get It,0
1290,Orunmilá,1
1291,Lambe-Lambe,1
1292,Afrorumbachilenera,1
1293,Meet You In The Sunshine,1
1294,Nauliza,1
1295,País Tropical,0
1296,Banano´s Bar,0
1297,Anestesiada (feat. Kinky),1
1298,Memoria del cuero,0
1299,Aquí Nadie Esta Sano (feat. Los Auténticos Decadentes),0
1300,Saci (Remix),1
1301,Muerte En Hawaii,0
1302,Hard Up,1
1303,Maasai - Doctor Flake Remix,1
1304,Fantastic Man,0
1305,There's a New Day Coming,0
1306,Sticks & Stones,1
1307,Soul Makossa,0
1308,Raggaxixe,1
1309,Lead the Way,0
1310,Um samba pra John Coltrane,1
1311,24/7,1
1312,Pour la vie,0
1313,Le king m'a validé,0
1314,More Mess on My Thing,0
1315,Yègellé Tezeta,2
1316,Mictlán,0
1317,Like a Child - Remix,0
1318,Plan de Vuelo,0
1319,Vampires,0
1320,Si Estuvieras Aquí,1
1321,Vivão (vinheta),1
1322,Guayabo,0
1323,Adiós Batata - Cerrero Dub Mix,1
1324,The Wilhelm Scream,0
1325,Tujunga,1
1326,Why You Love Me,0
1327,Cold Sweat,0
1328,Ham Gallery,0
1329,Cerca del mar,2
1330,Oya,1
1331,Hora da Decisão,1
1332,La Carga,0
1333,Filha do Maneco,0
1334,Water No Get Enemy,1
1335,Lord Of The Golden Baboon,0
1336,Calçada,0
1337,Barbatana,0
1338,Kinkinzazo,0
1339,Chinchín,1
1340,Club Tonight - Cara B,2
1341,Plastic Woman,0
1342,Take 5 - Ao Vivo Na Casa De Francisca,1
1343,Mundo Sem Memória,1
1344,El Lobo,0
1345,Afobado Peito Altivo,1
1346,Reza Frevo,1
1347,Monopólio,0
1348,Can You Get It,0
1349,El sur del sur,2
1350,Okay,0
1351,Dance the Body Music,1
1352,Yawa Dey,0
1353,Road Song,1
1354,"Hard Talk, Pt. 2",0
1355,I Do It,0
1356,Come on Home,0
1357,Monsieur le Maire de Niafunké,2
1358,Tezeta,2
1359,Soukora (with Ry Cooder),2
1360,Brown Wind and Fire,1
1361,Valle Moreno,1
1362,Silencio,1
1363,Adará,0
1364,Tu voyeur,1
1365,Happy,0
1366,Incompletos,0
1367,Influence of Worship,0
1368,Hang Loose,1
1369,Tu n'as pas de voiture,1
1370,Asas,1
1371,Ivory and Blue - Reprise,1
1372,Pinga Fogo,0
1373,Lua Branca,1
1374,Adiós Nonino,1
1375,La huella de tu mirada,0
1376,Não Existe Amor em SP (Instrumental),1
1377,Llueve,2
1378,Bienvenidos A Mi Mundo,1
1379,WILIN',1
1380,Slide Show,0
1381,Lontano lontano - Cara B,2
1382,Aropador,2
1383,This Song's For You,0
1384,Turn and Burn,1
1385,Até de Manhã,1
1386,Maleducao,1
1387,Danny Trejo,0
1388,Deep in the Sand,0
1389,Avi-Vo - Remastered,0
1390,La Dormida,0
1391,Boca Fofa,1
1392,Sorry Sorry - Old School Afro Dub,1
1393,Chapéu Panamá,0
1394,Passeando em Mim,1
1395,Logun,0
1396,Ali Bombaye (Zaire Chant) I,1
1397,Sabrina (feat. Oscar D'León),1
1398,Aquamosh,0
1399,Criado Mudou,1
1400,For Me,1
1401,Batom,1
1402,Utrus Horas,2
1403,Ring the Alarm,1
1404,Fill My Cup,1
1405,Authentic,1
1406,Spies Are Watching Me,1
1407,Mbila - João Selva Remix,0
1408,Contra el Sol,0
1409,Rejoice,0
1410,Que Tumba,1
1411,Uiyi Guaye,0
1412,Pernas Voadoras,0
1413,Blow My Mind - Spanish Remix,1
1414,blanco nigeria,0
1415,Safe in You,1
1416,Le mariage forcé,0
1417,Comfort Me,0
1418,Tema,0
1419,Agoya,0
1420,Boga Canoero,1
1421,Juaneco Y La Negra,0
1422,Shattered Winds,1
1423,Catraca,0
1424,Engasga Gato,0
1425,La luna de espejos,2
1426,Simigwa-Do,0
1427,Is yeelyel,1
1428,Haja Axé,1
1429,Could've Been So Good,0
1430,Get It Right,1
1431,Aló,0
1432,Curiche,1
1433,Shame,0
1434,Cria de Favela,0
1435,Budos Dirge,0
1436,Freak Out,1
1437,You Should Know,0
1438,Closer to Me,1
1439,Reppirt Yad,0
1440,Polvo de Inti,1
1441,Mr. P-Mosh,1
1442,Count It,1
1443,El Sirenito,0
1444,La aparecida,2
1445,Mizin,0
1446,Pa'l Norte - Beauty Brain Remix,1
1447,Reggae Rock,1
1448,El Que Te Quiere Te Quiere,0
1449,Ora Iê Iê O,1
1450,Todo se transforma,0
1451,Villa,0
1452,Ojah Awake,0
1453,Love,1
1454,You Are My Heart,0
1455,Anbessa,1
1456,Old Engine Oil,0
1457,Amoureux,0
1458,Your Love,0
1459,Bra,0
1460,Like a Child,1
1461,Bs80,1
1462,Bim-Bim-Bim,0
1463,Bonde (with Ry Cooder),2
1464,Never Leave Me,1
1465,Ikeja Roads,1
1466,Revoar,1
1467,Original Joy,0
1468,Ginga Ponteiro in Versão,1
1469,Tell Somebody Bout Jesus,1
1470,Abre-Caminho,0
1471,Raminho,1
1472,KNUCKLEHEAD,0
1473,Sniffin' & Snatchin',0
1474,Pas la peine,0
1475,Santa Bamba,0
1476,Posed To Be - Instrumental,1
1477,Duas de Cinco,1
1478,Subirusdoistiozin (Instrumental),0
1479,Tuntuna Rebajada,0
1480,Al Otro Lado Del Río (342 Amazônia ao Vivo no Circo Voador),0
1481,Femme africaine,0
1482,The Importance of Elsewhere,0
1483,Mjlm,0
1484,Jussara,0
1485,The Proposition,1
1486,Amendoim Pão de Mel,0
1487,Aduna Diaroul Niawo,1
1488,Story,1
1489,Georgie Famous,1
1490,Reflertar,1
1491,Burundanga,0
1492,Fractura de escafoides tarsiano derecho - Cara B,0
1493,Mark of the Unnamed,1
1494,Instant Coffee (feat. Kyle Hollingsworth),0
1495,You Mess Me Up,0
1496,Systema Fobica,1
1497,Cotidiano,1
1498,Henry the Great,0
1499,All Day Today,0
1500,La Vuelta Al Mundo,0
1501,Nomalizo,1
1502,Victory,0
1503,Sabu Yerkoy,2
1504,Move on Up,1
1505,Zombie,1
1506,Dram,1
1507,Murkit Gem,1
1508,Gimme Some Lovin',1
1509,Snake Pit - Stove Mix,0
1510,Rock It,0
1511,Musica Alegre,0
1512,Mandjou,1
1513,Oxe,1
1514,Tranquilidad,1
1515,Increase Comes From You,1
1516,Magic Fever,0
1517,A Time For,0
1518,Unqualified,1
1519,Africa Havana Paris,1
1520,Mami Te Extraño,1
1521,Conga - Remastered,0
1522,Before,1
1523,Rainha das Cabeças,0
1524,Topo do Mundo,0
1525,Bogotá (Instrumental),1
1526,La trama y el desenlace,1
1527,Aquecimento Caboclo Roxo,1
1528,Boom Boom Tarará,0
1529,Malaria,1
1530,Back in Business,1
1531,Naranjada,0
1532,Dança de Airumã,1
1533,Sabbath Bloody Sabbath,1
1534,Toll Free,1
1535,Cántaros,1
1536,An Epic Story,1
1537,Miracle,0
1538,El Baile Del Sobón,0
1539,Chama Arteira,1
1540,Lucro/Descomprimindo (Mulú Remix),0
1541,The Moon and The Sun,0
1542,Oxidados,0
1543,Afroman,1
1544,Canette - Bosq Remix,1
1545,Águas de Março,0
1546,Mi Linda,0
1547,La Perla (feat. Rubén Blades & La Chilinga),0
1548,"Multi-Viral (feat. Julian Assange, Tom Morello & Kamilya Jubran)",0
1549,Oranian,1
1550,Gold,1
1551,Jesus at the Centre,0
1552,4:ME,1
1553,Unathi,1
1554,56,2
1555,Many Are Called,1
1556,Mulato,0
1557,La Negra,1
1558,Mercy,1
1559,Woso,1
1560,"Latinoamérica (feat. Totó la Momposina, Susana Baca & Maria Rita)",1
1561,River,0
1562,La Mura,1
1563,After Laughter Comes Tears,0
1564,Cash and Carry - Remix,0
1565,Rita,1
1566,Nothing Can Stop Us,1
1567,EMOTIONS,1
1568,Tomowa,0
1569,Spies Are Watching Me - Patchworks Remix,1
1570,Asi No Se Puede Muchaches,1
1571,Evolui (Bem Aventurados),1
1572,Pi-di-di-di,1
1573,Vuela Junto a Mí,0
1574,Canoeiro (vinheta),0
1575,Walk 4 Ground,0
1576,Exu,2
1577,That Woman (Congo Sanchez Remix) [feat. Alan Evans],1
1578,Chicha Negra,1
1579,Tame the Beats,0
1580,Intro Crónica De Un Nacimiento,2
1581,Nowa - Radio Edit,0
1582,Deeper and Deeper,2
1583,Trail of Tears,1
1584,I'm Wit It,0
1585,Nación Nueva,0
1586,Son de la Loma,0
1587,Che Revolution (feat. La Dame Blanche),0
1588,Só,0
1589,Higher,0
1590,O Que Não Me Destrói Me Fortalece,0
1591,Only Now - Bosq Remix,1
1592,Era de amar,0
1593,Five Thirty,1
1594,O Trem Azul,0
1595,Fiesta de Locos,0
1596,Groupie,0
1597,Human Disco Ball,1
1598,Encendedor,0
1599,On the Border,1
1600,Warbé,2
1601,Gri Gri Bá Dön,1
1602,Tearz,0
1603,Doudou,2
1604,Savane,1
1605,Be Mankan,2
1606,Atomic Bomb - William Onyeabor vs. Hot Chip,1
1607,La Crema,1
1608,By My Side,0
1609,Anyway,2
1610,The Waddle,0
1611,Stay Here,1
1612,Tiê,0
1613,Hard Talk,0
1614,Se Vale To-To,1
1615,Paisaje lunar,2
1616,Let Jesus Row,0
1617,Allema Timba,1
1618,Save Me From Myself,1
1619,Beetham Highway Ride,0
1620,Good Vibration - Village Cuts Remix,1
1621,Tacutun,0
1622,Mandrill,0
1623,Palermo's Grunch,0
1624,Chalupa,1
1625,Noma Themba,0
1626,Atómico - Felipe Gordon Remix - Single Edit,0
1627,la espada de cadorna,0
1628,Des promesses,1
1629,The Ghost,0
1630,Rusty,1
1631,Look at the Smile,1
1632,Confirm,1
1633,Do You Want a Man - Heaven & Hell Remix,1
1634,Escape from the Catacombs,1
1635,Ocidentes Acontecem,1
1636,Si Tu Me Quisieras,2
1637,Carnaval,0
1638,Cumbia Del Sol,0
1639,Novos Mundos,1
1640,I Sold My Heart to the Junkman,1
1641,Soleil Couchant,1
1642,Motives - What Have We Come Here to Do Church?,0
1643,Ja Fun Mi - Instrumental,1
1644,Qué Sabemos,0
1645,Baile De Los Pobres,1
1646,Drum Song,0
1647,Imensidão,1
1648,Las Lycras del Avila,0
1649,Mostro,1
1650,Ojos Color Sol (feat. Silvio Rodríguez),0
1651,La Que Me Gusta,0
1652,My Prayer (Yahweh),2
1653,I Don't Wanna Stop,1
1654,Use Me,1
1655,Un Beso de Desayuno,1
1656,Vuelo Antillano,0
1657,Love Like This - 45 Edit,0
1658,Suffer,1
1659,Axé!,1
1660,Forgiveness,1
1661,Kaiso Noir (Bonus Track),0
1662,Thunderbird,0
1663,Into the Void,0
1664,Playa Azul,0
1665,Eru,0
1666,Something,0
1667,Domingo Echao,0
1668,Pangeia,1
1669,Yennicita,0
1670,C'est le voyage,0
1671,Nasty Hats,0
1672,It's Your Thing / Hey Pocky a-Way,1
1673,Stimela (Coal Train) - Black Coffee Remix,1
1674,Obatalá,1
1675,Losin' Ground,0
1676,The Creator Has a Masterplan,0
1677,Arepa 3000,0
1678,El valle de las leñas amarillas,2
1679,Playsom (Mahal Pita Remix),0
1680,Pull Me Through,1
1681,Tata Masamba,1
1682,My Baby's Cheating - I Sure Got the Feeling,0
1683,Karma Sutra,1
1684,Sorry Sorry - Old School Afro Dub,1
1685,Vinheta Baiana,2
1686,Baie de Sangareya,1
1687,P.D.T.N. (Prostituto de Transnacional),1
1688,Lady,0
1689,Cumbia da Simone,1
1690,Love Thy Neighbour,1
1691,Taking Me Down,0
1692,The Plan,1
1693,Cumbia Espacial,1
1694,Rainha das Cabeças,0
1695,Vaivén,2
1696,Pagode Russo,1
1697,Let's Fall in Love,1
1698,Pornoshop,1
1699,Stereo Freeze,0
1700,My Everything,1
1701,This Loving,1
1702,Coconut,1
1703,¿ Quien Es ?,1
1704,Good God,2
1705,Everyday,0
1706,Victory,1
1707,Fever,1
1708,El Pescador,1
1709,What You Want,1
1710,Tikulafe,1
1711,Yakuba,0
1712,Amor,0
1713,Make the Road By Walking,1
1714,Eledumare,1
1715,Awo,1
1716,Do Your Thing,1
1717,Africa Irie,1
1718,I Refuse To Smile,1
1719,Vai C Bom,1
1720,Ainda Há Tempo,0
1721,Ketan,0
1722,WRONGS,1
1723,Tout est fragile,0
1724,Don't Contradict,1
1725,Président,1
1726,Sissoko,1
1727,Five Points,0
1728,Came Up,1
1729,For Baby Ooh,2
1730,Coragem,1
1731,Yennicita - Alternate Version,0
1732,Lucro/Descomprimindo,1
1733,Tuto Bay,1
1734,Surfing,1
1735,Caju,2
1736,Boulmamine,1
1737,Tighten Up,0
1738,Capucha,0
1739,Voráz,0
1740,Calamatraca (ÀTTØØXXÁ Remix),1
1741,Back At The Boathouse,1
1742,No Les Creeré,1
1743,Tomahawk,1
1744,Atomic Bomb,0
1745,Esto Es Lo Que Hay,0
1746,Jonaz Goes to Hollywood,1
1747,Edén,2
1748,Equipaje,2
1749,Grazing In The Grass,0
1750,No One Like You,0
1751,PIMP,1
1752,Zaharila,0
1753,Plus Plus,1
1754,Favor,0
1755,A Pesar La Vida,1
1756,442,0
1757,The People of the Forest,0
1758,Wisdom Seeker,1
1759,Groovy Flute,0
1760,Amazing,1
1761,Samurai,1
1762,Coconut Rock,1
1763,Life,0
1764,Tierra,0
1765,Tempos Insanos,1
1766,A Limpiar El Sucio,0
1767,The Jaunt,0
1768,Touchdown,1
1769,Ossanyn,1
1770,Sol Walk,0
1771,God Got Me,0
1772,Agua Santa,1
1773,Manu écoute ça...,0
1774,Sugar's Boogaloo,0
1775,Guiding Resolution,0
1776,Jungle Fire,1
1777,"Soul Buster, Pt. 1",0
1778,El Busetero Buscapleitos,0
1779,Ocho Rios,0
1780,Mariô (Instrumental),1
1781,Drum Ting,1
1782,Friends,1
1783,Cumbia Regional,0
1784,Fires Glow,0
1785,Pipi,0
1786,Mi Último Fracaso,2
1787,Masturbation Session,1
1788,Burnt Back,0
1789,Frevofoguete,1
1790,Alfazema Y Guiné (feat. Guinu),0
1791,Reza Frevo,1
1792,Yo No Se,0
1793,Electro Movimiento,0
1794,Come y Calla,1
1795,Love and Death,0
1796,Tiki Fiesta,1
1797,Man Feriman,0
1798,Te Lo Juro Por Madonna (Si Omba Ta Gueno),1
1799,Mango Cool,1
1800,Mix Tel Aviv,0
1801,Mata,1
1802,Thank You,1
1803,Life of Grace,1
1804,Comencemos (Let's Start),0
1805,Breezin',2
1806,He Turned It,0
1807,Omega,0
1808,Rio Grande,1
1809,"Abyssinian Suite, Pt. 4",1
1810,Haven`t You Heard?,1
1811,Uncommon Girl,1
1812,É da Nossa Cor,1
1813,The Demander,1
1814,Burn Brighter / Like I do,1
1815,Searching,0
1816,Funky Amigo,1
1817,Culebro,1
1818,Give The Beggar A Chance,0
1819,100% Worship,0
1820,Jealousy,0
1821,Been Such A Long Time Gone,0
1822,Bèmèlkesh Aydèlèm,1
1823,Sakonsa,0
1824,Village Hustle,1
1825,Nubes (feat. Shigeto),0
1826,The Viking,0
1827,Ewa,0
1828,Black Woman Experience - Mixed,1
1829,Vixe,0
1830,Woman To Man,0
1831,Hager Fiker,1
1832,Ise Nla,0
1833,E Nan Mian Nuku,1
1834,Tiger's Skip,0
1835,Água (Adubada),1
1836,When The Going Is Smooth & Good,0
1837,Smoke Gets In...,2
1838,Clementine Jam,0
1839,Que Rico,0
1840,Balboa Dub,1
1841,Vermelhos de Ciclos,1
1842,Como Sabes Tú,1
1843,Tatuaje,0
1844,Amor de Índio,2
1845,Marketplace,2
1846,Chileshe,0
1847,Chinese New Year,0
1848,Talkatif,0
1849,Savage Sucker Boy Featuring Pocahontas Freaky Groove,1
1850,Dansaki,0
1851,Move on Up,1
1852,Ala Vida,2
1853,La edad del cielo,2
1854,Discontinued,1
1855,T.I.B.W.F.,0
1856,Faraway,1
1857,Enkèn Yèlélèbesh,1
1858,Cantarito,1
1859,Must Reach,0
1860,El Avión Se Cae,0
1861,Telephone Girl,0
1862,Represent,1
1863,Chori 95,1
1864,Blood,0
1865,Tender Trap,0
1866,The Outsider,0
1867,Tu Mens Devant Moi,1
1868,Sweet Feet,1
1869,Ku La Foon - JKriv Remix,1
1870,Akula Owu Onyeara,1
1871,Puerta del sol,1
1872,Eye Nyam Nam 'A' Mensuro - Henrik Schwarz Blend,0
1873,Faut Pas Dire Des Choses Comme Ça,1
1874,Song for Rollins,0
1875,Donde Vas,1
1876,Upside Down,1
1877,Hand of Doom,1
1878,Constante Mesmice,1
1879,Stepping Out,0
1880,Tata fatiguée,1
1881,Vení Pa’ Ca,1
1882,Beautiful Here,0
1883,Nordic Laser,0
1884,You Could Do Better,0
1885,Cabe-c-o,1
1886,Soul Saxes Meeting,0
1887,No Way (feat. Darius Scott),1
1888,Mind Your Own Business,0
1889,I Love Music - Remastered,1
1890,It Came Over Me,1
1891,Radar,0
1892,Reverse Effect,1
1893,I Faram Gami I Faram - taken from Mulatu Steps Ahead,2
1894,It's What You Do,1
1895,Sincronia,1
1896,Live From Tigre Lounge,1
1897,Bienvenida,0
1898,No te creas,1
1899,Quiero Desintegrar a Tu Novio,0
1900,Kana Kassy,2
1901,Lagos Sisi,1
1902,Expensive Shit,1
1903,Who Am I (Psalm 8:4),1
1904,The Wilhelm Scream,0
